Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
32,AT-DSTAR,Woelfnitz,Lendorf,OE8XWZ,OE8XWZ G,438.775,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.66441,14.25703,+1:00
32,AT-DSTAR,Wienerberg,Inzersdorf Stadt,OE1XQU,OE1XQU G,438.825,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.16803,16.3454,+1:00
32,AT-DSTAR,Pyramidenkogel,Plescherken,OE8XKK,OE8XKK G,438.8375,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.608914,14.14479,+1:00
32,AT-DSTAR,Gaisberg,Heuberg I,OE2XZR,OE2XZR G,439.0,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.805128,13.112955,+1:00
32,AT-DSTAR,Sternstein,Amesschlag,OE5XIM,OE5XIM G,439.0625,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.5599155,14.2690062,+1:00
32,AT-DSTAR,Hochwechsel,Neustift am Alpenwald,OE3XWU,OE3XWU G,439.075,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.530448,15.9145156,+1:00
32,AT-DSTAR,Obtarrenz,Tarrenz,OE7XOT,OE7XOT G,439.1,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.279243560012524,10.767288208007812,+1:00
32,AT-DSTAR,Wien AKH,Alsergrund,OE1XDS,OE1XDS G,1298.65,DUP-,28.0,DV,OFF,88.5Hz,YES,Exact,48.22075,16.34684,+1:00
33,SK-Repeaters,Bratislava - Kamzik,,OM0OVV,,145.6,DUP-,0.6,FM,TONE,77.0Hz,YES,Approximate,48.1875,17.125,+1:00
33,SK-Repeaters,Stara Lubovna - hrad,,OM0OUI,,145.6,DUP-,0.6,FM,OFF,88.5Hz,NO,Approximate,49.3125,20.70833,+1:00
33,SK-Repeaters,Makovica,,OM0OVT,,145.65,DUP-,0.6,FM,TONE,88.5Hz,YES,Approximate,48.85417,21.45833,+1:00
